指标名称,中国:开工率:纯碱,中国:产量:纯碱,中国:产量:碳酸钠(纯碱):累计值,中国:产量:碳酸钠(纯碱):累计同比,中国:产量:碳酸钠(纯碱):当月值,中国:产量:碳酸钠(纯碱):当月同比,期货持仓量:纯碱,期货持仓量(活跃合约):纯碱,中国:工厂总库存:纯碱,中国:进口数量:碳酸钠(纯碱)(28362000):当月同比,中国:进口数量:碳酸钠(纯碱)(28362000):累计同比,中国:出口数量:碳酸钠(纯碱)(28362000):当月同比,中国:出口数量:碳酸钠(纯碱)(28362000):当月环比,中国:开工率:纯碱,中国:产量:氧化铝:累计同比,中国:产量:氧化铝:当月同比
2011/3/31,,,532.5,0.9,187.5,1.1,,,,3192.760283,114.856591,-4.88679,6.059252,,10.4,13.7
2011/4/30,,,723.9,3.3,191.4,12.7,,,,300.082198,128.320621,8.282524,-1.89683,,12.4,18.3
2011/5/31,,,918.4,4.4,194.4,8.7,,,,324.045535,139.500181,-23.680857,-22.040662,,15.6,27.8
2011/6/30,,,1122.8,4.7,204.7,5.6,,,,1510.864482,206.712836,-30.357404,-1.041495,,17.8,29.3
2011/7/31,,,1319.2,7.7,196.5,18.9,,,,1543.559229,253.964493,-15.905967,-6.54933,,18.9,22.8
2011/8/31,,,1523.2,9.9,203.7,27.2,,,,16212.15933,335.505726,-12.807479,20.256191,,19.3,22.2
2011/9/30,,,1724.5,11.7,201.9,27.2,,,,1034.698179,364.136265,-32.098622,-22.76507,,16.5,12.2
2011/10/31,,,1930.3,13.6,205.7,32,,,,21969.94342,530.24182,-13.075051,27.098077,,16.2,-5.4
2011/11/30,,,2111.5,12.9,181.5,6.4,,,,3813.449015,639.873158,19.310376,16.19089,,15.8,11.8
2011/12/31,,,2303.2,13.4,192,19.4,,,,251.519593,618.023696,3.216577,-9.100911,,14.8,3
2012/1/31,,,192.8988,12.0326,192.8988,12.0326,,,,-53.665613,-53.665613,-39.137568,-14.243856,,13.8228,13.8228
2012/2/29,,,377.4,10.4,184.5943,8.764,,,,3.262749,-25.321836,-17.811172,2.475598,,10.7,7.4466
2012/3/31,,,579.6,9.1,200.6,7.9,,,,-53.640401,-35.632678,4.746827,35.168859,,7.9,5.4
2012/4/30,,,785.9,8.4,206.3,6.3,,,,-96.734143,-43.415369,-0.767627,-7.061525,,7.7,6.3
2012/5/31,,,1000.5,8.6,212,8.2,,,,-87.525723,-47.876303,26.419348,-0.681921,,9.2,14.7
2012/6/30,,,1203.1,7.5,202.7,0.9,,,,-95.291948,-60.08156,57.612795,23.376104,,9.7,13.2
2012/7/31,,,1399.6,6.4,196.7,0.2,,,,-96.71916,-66.094519,45.129456,-13.950863,,10.3,14.3
2012/8/31,,,1602,5.6,201.9,0.7,,,,-98.139375,-72.227469,25.687959,4.146709,,10.5,7.9
2012/9/30,,,1798.3,4.9,195.9,-0.9,,,,-99.315598,-74.9392,60.870563,-1.14545,,9.8,6
2012/10/31,,,2004.1,4.8,205.9,3.4,,,,-99.525145,-81.558233,26.904678,0.262847,,10,11.5
2012/11/30,,,2184.7,5.5,197.9,13.7,,,,1368.497467,174.549986,13.037604,3.494529,,10.3,13.8
2012/12/31,,,2403.9,6.6,201.5,10.3,,,,-98.744816,167.022403,10.540999,-11.108553,,10.9,18.9
2013/1/31,,,193.1,-0.4,193.1,-0.4,,,,14688.64502,14688.64502,42.561988,10.597574,,13.6,13.6
2013/2/28,,,387.3,2.2,194.2,4.9,,,,3706.383524,7127.790783,26.928635,-8.76188,,15,16.5
2013/3/31,,,586.6,1.4,201.9,0.7,,,,7401.891388,7199.670631,14.371329,21.796331,,13.8,9.6
2013/4/30,,,818.8,1.2,231.6,1.3,,,,588241.0747,11471.20512,13.988547,-7.372575,,12.4,8.4
2013/5/31,,,1013.5317,-0.5602,193.1433,-7.6263,,,,-61.933496,11192.07101,24.632948,8.592533,,10.868,5.5915
2013/6/30,,,1214.8029,-0.3376,201.2838,0.7913,,,,-1.945829,10852.22753,-25.127587,-25.882628,,9.9861,6.172
2013/7/31,,,1403.4771,-1.569,188.6739,0.9305,,,,117.407352,10681.74846,-1.225535,13.519214,,10.0739,10.6228
2013/8/31,,,1582.2627,-2.6854,191.2025,-4.4348,,,,226.703813,10547.69431,12.731156,18.86249,,10.3916,16.6447
2013/9/30,,,1777.7291,-2.4056,195.3983,-0.1154,,,,306.525953,10519.69587,-20.824692,-30.570752,,13.025,30.2214
2013/10/31,,,1980.2675,-2.5799,206.9203,-0.1156,,,,283.289751,10448.73588,-38.474981,-22.088417,,13.8424,21.6525
2013/11/30,,,2187.038,-1.476,220.3279,9.671,,,,-39.813741,540.27852,-21.699451,31.713545,,14.6331,22.3717
2013/12/31,,,2429.3573,0.5594,233.2202,17.217,,,,4003.571429,540.726928,-27.960462,-18.216425,,14.6002,14.0129
2014/1/31,,,,,,,,,,-99.852338,-99.852338,-34.042622,1.260033,,,
2014/2/28,,,430.9056,8.9732,,,,,,-47.732451,-80.955484,-10.094961,24.364659,,8.101,
2014/3/31,,,641.3,7.8,210.5,5.1,,,,10.609705,-56.278331,-19.004426,9.726482,,8.5,10.8
2014/4/30,,,853.3871,7.4086,212.1584,6.2098,,,,-99.937166,-72.597557,-3.822586,9.989543,,7.8696,6.0599
2014/5/31,,,1065.0167,7.6685,210.8112,9.7934,,,,860.228587,-72.521448,-14.515316,-3.480475,,7.4875,6.0624
2014/6/30,,,1269.8096,6.8949,205.736,2.9665,,,,-6.243237,-72.503433,6.640944,-7.539618,,6.495,1.717
2014/7/31,,,1470.9858,7.1794,201.1763,9.0107,,,,229.007726,-72.40688,18.182638,25.80534,,5.8808,2.5813
2014/8/31,,,1673.7246,7.7889,202.9389,5.7111,,,,9.542334,-72.37464,-5.379374,-4.835064,,5.3493,1.8622
2014/9/30,,,1882.585,7.4345,208.8604,4.7123,,,,186.543046,-72.347543,13.04348,-17.052717,,4.7743,-2.005
2014/10/31,,,2092.9268,6.9864,215.2862,2.4467,,,,-41.283919,-72.339719,52.461466,5.079162,,6.6,12.1
2014/11/30,,,2303.2121,5.4653,210.2853,-7.6085,,,,-99.838672,-74.78166,43.145543,23.665392,,6.9,9.4
2014/12/31,,,2514.2,3.5,211.6,-9.3,,,,-91.45502,-74.795486,100.21021,14.386423,,7.1,15.1
2015/1/31,,,,,,,,,,-7.493167,-7.493167,75.79189,-11.089986,,,
2015/2/28,,,437.3,2.1,214.8,0.1,,,,-99.655152,-99.199654,19.689177,-15.325425,,13.4,10.8
2015/3/31,,,650.3229,2.0145,214.4484,2.5669,,,,-99.695878,-99.537983,35.95015,24.633924,,15.3,15.4
2015/4/30,,,869.2396,1.8576,217.203,2.3777,,,,-7.818483,-99.459369,29.870239,5.070633,,15.2,16.9
2015/5/31,,,1080.6968,1.4723,210.2606,-0.2612,,,,-45.936774,-99.306769,32.203518,-1.746383,,13.5,7.1
2015/6/30,,,1292.1,1.8,211.6,3.8,,,,107.12497,-99.115451,30.985477,-8.39149,,13.1,10.8
2015/7/31,,,1508.2,2.4,215.9,7.2,,,,-63.606304,-98.979867,-13.355568,-16.782131,,12,6.3
2015/8/31,,,1721.6741,2.7609,213.5944,5.1236,,,,-17.711698,-98.853088,-8.207742,0.818993,,11.5,6.1
2015/9/30,,,1935.4912,2.8903,213.8171,3.8,,,,119.694925,-98.61608,67.860187,51.685411,,11.4,10.7
2015/10/31,,,2149.4794,2.7633,219.544,1.875,,,,182.417541,-98.465817,34.031,-16.097645,,10.5515,2.5477
2015/11/30,,,2368.5,2.9,219,3.9,,,,126.153792,-98.338214,-11.004598,-17.88727,,10.2,4.2
2015/12/31,,,2591.8,3.1,223.1,5.3,,,,78.547009,-98.288487,17.375145,50.863108,,9.6,3.5
2016/1/31,,,,,,,,,,67.684524,67.684524,20.562399,-8.675686,,,
2016/2/29,,,407.5,-4.3,,,,,,-88.821214,0.58358,-29.076745,-50.188479,,2.3,
2016/3/31,,,615.6,-2.7,208.7,0.2,,,,-18.175596,-7.835505,-32.201723,19.142377,,-0.5,-3.5
2016/4/30,,,835.8,-1.3,219.6,3.7,,,,87997.31552,12853.52993,-14.626358,32.30812,,-0.8,-1.5
2016/5/31,,,1049.5,-0.2,212.9,4.6,,,,44891.12532,19977.13429,-16.897938,-4.360666,,-4.1,1.1
2016/6/30,,,1268.4,0.9,218.9,6.6,,,,-54.967514,15629.85284,17.550596,29.583246,,-1.6,2.5
2016/7/31,,,1476.2,0.6,207.6,-1.2,,,,153.582176,13521.6982,28.653665,-8.92191,,-0.6,5
2016/8/31,,,1684,0.5,207.9,-0.2,,,,-69.749187,12000.44717,9.409653,-14.261509,,-0.3,0.9
2016/9/30,,,1901.8,0.9,216.8,3.7,,,,-53.277171,9925.309406,-15.640036,16.956552,,0.4,6.3
2016/10/31,,,2123.5,1.5,225.5,5.6,,,,-33.026318,8945.154616,-21.119662,-21.547547,,1.2,8.9
2016/11/30,,,2357.3,2.3,230.9,8.5,,,,47766.13245,11946.44643,-8.086624,-4.320158,,2.4,18.8
2016/12/31,,,2588.3,2.6,231,6.3,,,,138118.2344,15646.77504,-37.655399,2.330049,,3.4,12
2017/1/31,,,,,,,,,,-53.140454,-53.140454,-59.577575,-40.787973,,,
2017/2/28,,,448.3026,9.9,,,,,,84116.92691,3957.591204,8.627388,33.858755,,22.9,
2017/3/31,,,665.743,8,217.4396,4.4,,,,80947.45641,34633.95661,-5.154908,4.025973,,19.9,25.6
2017/4/30,,,892.3,6.1,224.8,0,,,,7.905589,218.265733,-32.252017,-5.492123,,21.1,24.8
2017/5/31,,,1107.7832,5.1,215.5111,1.2,,,,-95.048113,62.150745,10.21478,55.589403,,20.8,19.6
2017/6/30,,,1337.4724,5.1,229.689,4.9,,,,-72.77163,62.06692,-39.73996,-29.150232,,19.7,14.9
2017/7/31,,,1559.1,5.6,221.7,9.2,,,,-79.924804,61.70685,-23.396083,15.780514,,19,9.3
2017/8/31,,,1775.3,5.4,216.2,3.5,,,,4102.677556,62.837574,-19.577094,-9.987127,,17.5,8.2
2017/9/30,,,2003.2,5.3,227.9,5.1,,,,365.107985,63.080097,-42.865929,-16.911682,,16.6,9.5
2017/10/31,,,2217.3942,5.3,239.5298,6.9,,,,341.22741,63.282805,-35.871816,-11.943727,,14.3,-4.8
2017/11/30,,,2444.7,5.2,241.8,7,,,,-2.238525,43.155119,-13.438956,29.149875,,10.5,-22.1
2017/12/31,,,2677.1147,5,232.8858,2.3,,,,-96.416713,7.225755,15.998405,37.130076,,7.9,-11.8
2018/1/31,,,,,,,,,,8977.014899,8977.014899,39.151572,-28.969311,,,
2018/2/28,,,432.4,2,,,,,,426.98933,521.025219,-11.964605,-15.31315,,-10.4,
2018/3/31,,,646.4,6.4,214,4.6,,,,-47.735786,-7.767282,11.795412,32.101713,,-6.1,-4.8
2018/4/30,,,841.8,3.1,207.8,-0.2,,,,-57.582974,-24.554308,-5.66963,-20.25645,,-3.3,-1.5
2018/5/10,78.1,51.4,,,,,,,,,,,,78.1,,
2018/5/17,77.62,52.5,,,,,,,,,,,,77.62,,
2018/5/24,73.81,,,,,,,,,,,,,73.81,,
2018/5/31,76.9,52.23,1049.4,3.2,207.6,3.2,,,,2044.197203,6.924995,-36.378603,4.937733,76.9,-0.1,6.4
2018/6/7,69.29,43.56,,,,,,,,,,,,69.29,,
2018/6/14,76.19,50.7,,,,,,,,,,,,76.19,,
2018/6/28,74.64,51.38,,,,,,,,,,,,74.64,,
2018/6/30,,,1254.9,2.1,205.4,-3.2,,,,108921.2553,18.293537,-20.240242,-11.178305,,1.1,6.3
2018/7/5,73.57,48.6,,,,,,,,,,,,73.57,,
2018/7/12,77.14,49.2,,,,,,,,,,,,77.14,,
2018/7/19,74.05,50.03,,,,,,,,,,,,74.05,,
2018/7/31,,,1495.7,0.8,201.8,-4.6,,,,32272.94455,28.447775,-38.311704,-10.452303,,2.4,8.3
2018/8/2,61.49,,,,,,,,,,,,,61.49,,
2018/8/9,68.47,,,,,,,,,,,,,68.47,,
2018/8/31,,,1680.2,0.8,208.9,6.1,,,,5120.183015,65.218998,-20.823594,15.53076,,2.8,6.3
2018/9/6,64.29,,,,,,,,,,,,,64.29,,
2018/9/13,,49.84,,,,,,,,,,,,,,
2018/9/20,74.05,52.97,,,,,,,,,,,,74.05,,
2018/9/27,76.79,55.48,,,,,,,,,,,,76.79,,
2018/9/30,,,1900.2,0.8,220,0.9,,,,-45.653605,64.96529,31.288779,37.775436,,3.4,8.2
2018/10/11,75.79,52.74,,,,,,,,,,,,75.79,,
2018/10/18,75.9,52.54,,,,,,,,,,,,75.9,,
2018/10/25,76.93,53.56,,,,,,,,,,,,76.93,,
2018/10/31,,,2127,0.4,226.8,-3,,,,21108.28075,106.406486,57.104531,5.371072,,3.9,8.7
2018/11/1,74.27,53.03,,,,,,,,,,,,74.27,,
2018/11/8,73.9,52.5,,,,,,,,,,,,73.9,,
2018/11/15,74.93,52.17,,,,,,,,,,,,74.93,,
2018/11/22,78.05,53.05,,,,,,,,,,,,78.05,,
2018/11/29,79.63,52.53,,,,,,,,,,,,79.63,,
2018/11/30,,,2350.4,-0.2,223.4,-5.2,,,,-96.844681,63.767679,-25.597884,-38.836748,,9.1,25.7
2018/12/6,73.78,52.13,,,,,,,,,,,,73.78,,
2018/12/13,78.41,54.65,,,,,,,,,,,,78.41,,
2018/12/20,75.24,54.49,,,,,,,,,,,,75.24,,
2018/12/27,72.8,52.64,,,,,,,,,,,,72.8,,
2018/12/31,,,2620.5,-0.1,234.4,0,,,,4678.017924,103.462644,-32.648144,24.135786,,9.9,19.6
2019/1/3,69.39,52.2,,,,,,,,,,,,69.39,,
2019/1/10,72.8,53.36,,,,,,,,,,,,72.8,,
2019/1/17,75.34,53.64,,,,,,,,,,,,75.34,,
2019/1/24,75.54,54,,,,,,,,,,,,75.54,,
2019/1/31,78.78,55.99,,,,,,,,-87.913349,-87.913349,-6.809448,-1.719277,78.78,,
2019/2/14,83.78,57.75,,,,,,,,,,,,83.78,,
2019/2/21,84,57.64,,,,,,,,,,,,84,,
2019/2/28,80.71,57.2,415.2,-4,,,,,,-97.292307,-95.784608,-9.512563,-17.769603,80.71,12.3,
2019/3/7,79.73,56.87,,,,,,,,,,,,79.73,,
2019/3/14,71.78,52.35,,,,,,,,,,,,71.78,,
2019/3/21,74.37,52.64,,,,,,,,,,,,74.37,,
2019/3/28,70.95,50.11,,,,,,,,,,,,70.95,,
2019/3/31,,,640,-0.1,224.7,8,,,,-98.101979,-97.005481,8.114903,57.835876,,11.1,5.6
2019/4/4,80.39,49.09,,,,,,,,,,,,80.39,,
2019/4/11,85.03,50.61,,,,,,,,,,,,85.03,,
2019/4/18,85.61,51.19,,,,,,,,,,,,85.61,,
2019/4/25,89.24,53.04,,,,,,,,,,,,89.24,,
2019/4/30,89,53.62,863.5,2.6,223.7,7.7,,,,-99.310752,-97.442233,25.083148,-7.740987,89,8.3,4.2
2019/5/9,92.53,56.1,,,,,,,,,,,,92.53,,
2019/5/16,94.87,55.4,,,,,,,,,,,,94.87,,
2019/5/23,86.45,53.1,,,,,,,,,,,,86.45,,
2019/5/30,85.95,51.27,,,,,,,,,,,,85.95,,
2019/5/31,,,1106.6,4.7,233.6,11.9,,,,-94.406609,-96.515936,0.963034,-15.297687,,6.9,0.1
2019/6/6,88.18,52.33,,,,,,,,,,,,88.18,,
2019/6/13,86.58,50.92,,,,,,,,,,,,86.58,,
2019/6/20,80.53,48.45,,,,,,,,,,,,80.53,,
2019/6/27,83.82,51.9,,,,,,,,,,,,83.82,,
2019/6/30,,,1348.9,6.6,227.4,10.1,,,,154.557001,-72.363006,-2.969996,-14.638368,,6.7,5.4
2019/7/4,83.55,52.66,,,,,,,,,,,,83.55,,
2019/7/11,84.61,53.23,,,,,,,,,,,,84.61,,
2019/7/18,87.63,53.83,,,,,,,,,,,,87.63,,
2019/7/25,84.89,52,,,,,,,,,,,,84.89,,
2019/7/31,,,1641.5,8,230.3,13.6,,,,-4.275499,-66.960714,3.073232,-4.875088,,6.2,2.9
2019/8/1,83.05,51.32,,,,,,,,,,,,83.05,,
2019/8/8,80.43,48.4,,,,,,,,,,,,80.43,,
2019/8/15,83.27,50.46,,,,,,,,,,,,83.27,,
2019/8/22,81.81,50.04,,,,,,,,,,,,81.81,,
2019/8/29,86.11,52.35,,,,,,,,,,,,86.11,,
2019/8/31,,,1872.5,6.1,230.9,6.2,,,,12.59918,-48.807137,21.693183,36.401136,,5.8,3.5
2019/9/5,86.3,51.57,,,,,,,,,,,,86.3,,
2019/9/12,91.16,53.03,,,,,,,,,,,,91.16,,
2019/9/19,89.27,53.24,,,,,,,,,,,,89.27,,
2019/9/26,89.19,52.8,,,,,,,,,,,,89.19,,
2019/9/30,,,2120.9,6.4,248.4,8.7,,,,1614.733842,-47.553068,-9.368055,2.609328,,4.7,-3.4
2019/10/10,91.08,53.52,,,,,,,,,,,,91.08,,
2019/10/17,81.35,51.07,,,,,,,,,,,,81.35,,
2019/10/24,82.43,52.55,,,,,,,,,,,,82.43,,
2019/10/31,87.84,54.47,2372.7,6.7,254.4,9.6,,,,-86.315927,-55.396679,-14.476062,-0.56763,87.84,4.4,3.6
2019/11/7,91.49,55.69,,,,,,,,,,,,91.49,,
2019/11/14,90,55.35,,,,,,,,,,,,90,,
2019/11/21,89.65,55.92,,,,,,,,,,,,89.65,,
2019/11/28,92.51,57.87,,,,,,,,,,,,92.51,,
2019/11/29,,,,,,,0,,,,,,,,,
2019/11/30,,,2633.7,7.4,260.9,14.3,,,,4307.830966,-37.760888,24.340173,-11.076951,,-0.7,-9.7
2019/12/2,,,,,,,0,,,,,,,,,
2019/12/4,,,,,,,0,,,,,,,,,
2019/12/5,88.38,56.02,,,,,0,,,,,,,88.38,,
2019/12/6,,,,,,,45044,38922,,,,,,,,
2019/12/9,,,,,,,37796,31568,,,,,,,,
2019/12/10,,,,,,,76514,68176,,,,,,,,
2019/12/11,,,,,,,72448,66020,,,,,,,,
2019/12/12,83.61,54.57,,,,,76042,70048,,,,,,83.61,,
2019/12/13,,,,,,,74812,69386,,,,,,,,
2019/12/16,,,,,,,84816,77498,,,,,,,,
2019/12/17,,,,,,,78276,70596,,,,,,,,
2019/12/18,,,,,,,79606,71800,,,,,,,,
2019/12/19,81.81,54.21,,,,,82820,74830,,,,,,81.81,,
2019/12/20,,,,,,,92234,84124,,,,,,,,
2019/12/23,,,,,,,91826,83368,,,,,,,,
2019/12/24,,,,,,,91582,83068,,,,,,,,
2019/12/25,,,,,,,96718,88032,,,,,,,,
2019/12/26,81.44,53.39,,,,,97438,85764,,,,,,81.44,,
2019/12/27,,,,,,,97958,86076,,,,,,,,
2019/12/30,,,,,,,92434,80286,,,,,,,,
2019/12/31,,,2887.7,7.6,254.1,9.7,85558,73396,,-30.804135,-36.355475,22.676448,22.474795,,-1,-5.1
2020/1/2,80.1,55.93,,,,,40967,34862,,,,,,80.1,,
2020/1/3,,,,,,,40212,33974,,,,,,,,
2020/1/6,,,,,,,38613,33327,,,,,,,,
2020/1/7,,,,,,,37763,32570,,,,,,,,
2020/1/8,,,,,,,37574,32306,,,,,,,,
2020/1/9,83.23,58.3,,,,,34551,29476,,,,,,83.23,,
2020/1/10,,,,,,,44825,39616,,,,,,,,
2020/1/13,,,,,,,42792,37522,,,,,,,,
2020/1/14,,,,,,,41388,36145,,,,,,,,
2020/1/15,,,,,,,44440,39110,,,,,,,,
2020/1/16,82.61,57.86,,,,,41782,36492,,,,,,82.61,,
2020/1/17,,,,,,,42883,37576,,,,,,,,
2020/1/20,,,,,,,38081,33031,,,,,,,,
2020/1/21,,,,,,,37363,32381,,,,,,,,
2020/1/22,,,,,,,30690,26024,,,,,,,,
2020/1/23,77.72,54.44,,,,,26580,22223,,,,,,77.72,,
2020/1/30,79.08,55.39,,,,,,,,,,,,79.08,,
2020/1/31,,,,,,,,,,7138.916561,7138.916561,-12.697643,-30.058793,,,
2020/2/3,,,,,,,21822,18012,,,,,,,,
2020/2/4,,,,,,,22578,18788,,,,,,,,
2020/2/5,,,,,,,25425,21591,,,,,,,,
2020/2/6,75.59,52.95,,,,,23427,19533,,,,,,75.59,,
2020/2/7,,,,,,,24166,19840,,,,,,,,
2020/2/10,,,,,,,24362,20067,,,,,,,,
2020/2/11,,,,,,,24075,19745,,,,,,,,
2020/2/12,,,,,,,25308,20825,,,,,,,,
2020/2/13,68.82,48.21,,,,,25800,21245,,,,,,68.82,,
2020/2/14,,,,,,,25597,20935,,,,,,,,
2020/2/17,,,,,,,25966,21231,,,,,,,,
2020/2/18,,,,,,,25527,20735,,,,,,,,
2020/2/19,,,,,,,24984,20201,,,,,,,,
2020/2/20,70.68,49.5,,,,,26703,21448,,,,,,70.68,,
2020/2/21,,,,,,,27730,22350,,,,,,,,
2020/2/24,,,,,,,28504,23054,,,,,,,,
2020/2/25,,,,,,,32136,26495,,,,,,,,
2020/2/26,,,,,,,29486,23636,,,,,,,,
2020/2/27,73.44,51.44,,,,,29119,23227,,,,,,73.44,,
2020/2/28,,,,,,,29461,23638,,,,,,,,
2020/2/29,,,430.9,-3.4,,,,,,1979.522028,4357.603914,-24.453174,-28.842179,,-13,
2020/3/2,,,,,,,30083,24188,,,,,,,,
2020/3/3,,,,,,,32193,26232,,,,,,,,
2020/3/4,,,,,,,32040,26030,,,,,,,,
2020/3/5,75.61,52.96,,,,,36264,30653,,,,,,75.61,,
2020/3/6,,,,,,,36316,30629,,,,,,,,
2020/3/9,,,,,,,34830,28458,,,,,,,,
2020/3/10,,,,,,,34329,27834,,,,,,,,
2020/3/11,,,,,,,35667,29006,,,,,,,,
2020/3/12,80.31,56.42,,,,,34829,28249,,,,,,80.31,,
2020/3/13,,,,,,,34410,27301,,,,,,,,
2020/3/16,,,,,,,34374,26933,,,,,,,,
2020/3/17,,,,,,,34291,26308,,,,,,,,
2020/3/18,,,,,,,32706,24613,,,,,,,,
2020/3/19,79.91,56.14,,,,,25905,18124,,,,,,79.91,,
2020/3/20,,,,,,,26481,18107,,,,,,,,
2020/3/23,,,,,,,25078,17809,,,,,,,,
2020/3/24,,,,,,,24373,17939,,,,,,,,
2020/3/25,,,,,,,25577,19100,,,,,,,,
2020/3/26,80.83,56.61,,,,,26157,19349,,,,,,80.83,,
2020/3/27,,,,,,,24191,17179,,,,,,,,
2020/3/30,,,,,,,22796,15509,,,,,,,,
2020/3/31,,,660.4,-2,230.5,-1.8,21433,14244,,4550.510867,4422.020362,12.462433,134.961645,,-7.2,-3.6
2020/4/1,,,,,,,20515,13715,,,,,,,,
2020/4/2,81.91,57.37,,,,,20102,13511,,,,,,81.91,,
2020/4/3,,,,,,,18058,12316,,,,,,,,
2020/4/7,,,,,,,20948,14424,,,,,,,,
2020/4/8,,,,,,,22565,14944,,,,,,,,
2020/4/9,82.48,57.77,,,,,24628,15957,,,,,,82.48,,
2020/4/10,,,,,,,23417,14764,,,,,,,,
2020/4/13,,,,,,,24562,14757,,,,,,,,
2020/4/14,,,,,,,23689,13995,,,,,,,,
2020/4/15,,,,,,,28546,17123,,,,,,,,
2020/4/16,77.69,54.57,,,,,37893,16569,,,,,,77.69,,
2020/4/17,,,,,,,33934,17901,,,,,,,,
2020/4/20,,,,,,,34590,22265,,,,,,,,
2020/4/21,,,,,,,27562,17617,,,,,,,,
2020/4/22,,,,,,,24529,16069,,,,,,,,
2020/4/23,77.39,54.37,,,,,26195,18384,,,,,,77.39,,
2020/4/24,,,,,,,23944,16657,,,,,,,,
2020/4/27,,,,,,,24603,18012,,,,,,,,
2020/4/28,,,,,,,21918,16044,,,,,,,,
2020/4/29,,,,,,,22367,16713,,,,,,,,
2020/4/30,77.3,54.31,896.5,-1.6,235.4,-0.9,21917,17090,,75188.54283,8034.919292,-14.277697,-29.67736,77.3,-6.1,-3.2
2020/5/6,,,,,,,23339,18331,,,,,,,,
2020/5/7,,,,,,,26936,21216,,,,,,,,
2020/5/8,73.14,51.39,,,,,30930,25143,,,,,,73.14,,
2020/5/11,,,,,,,42538,36782,,,,,,,,
2020/5/12,,,,,,,43173,37320,,,,,,,,
2020/5/13,,,,,,,47608,41542,,,,,,,,
2020/5/14,69.96,49.15,,,,,49373,43160,,,,,,69.96,,
2020/5/15,,,,,,,48975,43365,,,,,,,,
2020/5/18,,,,,,,50859,45394,,,,,,,,
2020/5/19,,,,,,,50734,46682,,,,,,,,
2020/5/20,,,,,,,52909,48352,,,,,,,,
2020/5/21,69.19,48.61,,,,,52780,47827,,,,,,69.19,,
2020/5/22,,,,,,,50887,45729,,,,,,,,
2020/5/25,,,,,,,58700,53466,,,,,,,,
2020/5/26,,,,,,,69386,63692,,,,,,,,
2020/5/27,,,,,,,68524,62853,,,,,,,,
2020/5/28,66.28,46.56,,,,,69364,63681,,,,,,66.28,,
2020/5/29,,,,,,,69327,63420,,,,,,,,
2020/5/31,,,1118.5,-3.3,216.7,-11,,,,1245.44545,4708.879188,-29.00385,-29.848617,,-5.8,-4.6
2020/6/1,,,,,,,72089,65972,,,,,,,,
2020/6/2,,,,,,,71579,65245,,,,,,,,
2020/6/3,,,,,,,77331,70443,,,,,,,,
2020/6/4,62.85,44.15,,,,,73746,66454,,,,,,62.85,,
2020/6/5,,,,,,,75349,67928,,,,,,,,
2020/6/8,,,,,,,76179,68469,,,,,,,,
2020/6/9,,,,,,,85503,77795,,,,,,,,
2020/6/10,,,,,,,84480,76735,,,,,,,,
2020/6/11,,,,,,,86926,78165,,,,,,,,
2020/6/12,62.1,43.63,,,,,86884,78201,,,,,,62.1,,
2020/6/15,,,,,,,84671,75135,,,,,,,,
2020/6/16,,,,,,,82174,72362,,,,,,,,
2020/6/17,,,,,,,80459,71122,,,,,,,,
2020/6/18,68.99,48.47,,,,,83539,74366,,,,,,68.99,,
2020/6/19,,,,,,,83359,74033,,,,,,,,
2020/6/22,,,,,,,85350,75951,,,,,,,,
2020/6/23,,,,,,,90904,81595,,,,,,,,
2020/6/24,72.26,50.77,,,,,98478,88835,,,,,,72.26,,
2020/6/29,,,,,,,98802,88970,,,,,,,,
2020/6/30,,,1336.2,-3.8,218.1,-6.3,114728,104267,,-84.149803,461.95783,19.647628,43.857333,,-5.1,-1.8
2020/7/1,,,,,,,143366,131469,,,,,,,,
2020/7/2,73.88,51.91,,,,,146798,132989,,,,,,73.88,,
2020/7/3,,,,,,,150439,136119,,,,,,,,
2020/7/6,,,,,,,148649,133618,,,,,,,,
2020/7/7,,,,,,,148537,132320,,,,,,,,
2020/7/8,,,,,,,147612,130400,,,,,,,,
2020/7/9,69.37,48.74,,,,,147212,128600,,,,,,69.37,,
2020/7/10,,,,,,,143380,125166,,,,,,,,
2020/7/13,,,,,,,146722,127433,,,,,,,,
2020/7/14,,,,,,,146139,127141,,,,,,,,
2020/7/15,,,,,,,155317,135329,,,,,,,,
2020/7/16,71.21,50.03,,,,,159636,139668,,,,,,71.21,,
2020/7/17,,,,,,,167218,147726,,,,,,,,
2020/7/20,,,,,,,184272,163018,,,,,,,,
2020/7/21,,,,,,,175389,153568,,,,,,,,
2020/7/22,,,,,,,183200,160126,,,,,,,,
2020/7/23,78.07,54.85,,,,,179592,156365,,,,,,78.07,,
2020/7/24,,,,,,,170165,147568,,,,,,,,
2020/7/27,,,,,,,173130,150622,,,,,,,,
2020/7/28,,,,,,,169572,146118,,,,,,,,
2020/7/29,,,,,,,170253,144201,,,,,,,,
2020/7/30,78.27,55.49,,,,,173027,146441,,,,,,78.27,,
2020/7/31,,,1580.2,-2.9,241.8,1.6,165641,137879,,-99.766793,332.828017,60.080974,27.271127,,-5.5,-1.6
2020/8/3,,,,,,,178736,128611,,,,,,,,
2020/8/4,,,,,,,191898,136050,,,,,,,,
2020/8/5,,,,,,,168852,114919,,,,,,,,
2020/8/6,77.37,54.84,,,,,181750,117891,,,,,,77.37,,
