,index,JYR,RV,garch,gjrgarch,RV_s1,garch_s1,gjrgarch_s1,RV_s2,garch_s2,gjrgarch_s2,date_x,中国:固定资产投资完成额:累计同比,中国:固定资产投资完成额:制造业:累计同比,中国:工业增加值:金属制品业:累计同比,中国:工业增加值:金属制品业:当月同比,中国:工业增加值:通用设备制造业:当月同比,中国:工业增加值:通用设备制造业:累计同比,中国:工业增加值:专用设备制造业:当月同比,中国:工业增加值:专用设备制造业:累计同比,中国:产量:工业锅炉:当月同比,中国:产量:工业锅炉:累计同比,中国:产量:金属切削机床:累计同比,中国:产量:金属切削机床:当月同比,中国:产量:汽车:当月同比,中国:产量:汽车:累计同比,ppi_yoy,lstm,date
0,0,2021-02-01,0.0001583736800210971,1.2202675499062723e-05,0.00022469928229785726,0.00016388865045822206,-4.7163460562499107e-07,0.00023899230942094163,0.0001249694885953085,7.38802615481258e-05,0.0002668735542265129,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.000136769,2021-02-01
1,1,2021-02-02,4.711199269342746e-05,2.0680940002519743e-05,0.00021983873082606522,0.0001583736800210971,1.2202675499062723e-05,0.00022469928229785726,0.00016388865045822206,-4.7163460562499107e-07,0.00023899230942094163,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013663995,2021-02-02
2,2,2021-02-03,9.995246631427602e-05,-1.8424532903379241e-06,0.00019577434946668922,4.711199269342746e-05,2.0680940002519743e-05,0.00021983873082606522,0.0001583736800210971,1.2202675499062723e-05,0.00022469928229785726,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.0001368379,2021-02-03
3,3,2021-02-04,0.00015091665258194664,-2.258083405658791e-06,0.00017409023271053688,9.995246631427602e-05,-1.8424532903379241e-06,0.00019577434946668922,4.711199269342746e-05,2.0680940002519743e-05,0.00021983873082606522,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013680647,2021-02-04
4,4,2021-02-05,0.00010632725121369652,-2.3814483926317442e-06,0.00015474859134750183,0.00015091665258194664,-2.258083405658791e-06,0.00017409023271053688,9.995246631427602e-05,-1.8424532903379241e-06,0.00019577434946668922,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013654104,2021-02-05
5,5,2021-02-08,7.538336555158386e-05,1.890220622061642e-05,0.0001570205769975466,0.00010632725121369652,-2.3814483926317442e-06,0.00015474859134750183,0.00015091665258194664,-2.258083405658791e-06,0.00017409023271053688,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013662968,2021-02-08
6,6,2021-02-09,6.546282786993843e-05,4.411965974038662e-05,0.00018175465561117256,7.538336555158386e-05,1.890220622061642e-05,0.0001570205769975466,0.00010632725121369652,-2.3814483926317442e-06,0.00015474859134750183,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013674222,2021-02-09
7,7,2021-02-10,7.672405101803355e-05,4.199975803218412e-05,0.0002014860349813036,6.546282786993843e-05,4.411965974038662e-05,0.00018175465561117256,7.538336555158386e-05,1.890220622061642e-05,0.0001570205769975466,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013676481,2021-02-10
8,8,2021-02-18,0.00016705144269163464,1.941585639338204e-06,0.00018541089701799875,7.672405101803355e-05,4.199975803218412e-05,0.0002014860349813036,6.546282786993843e-05,4.411965974038662e-05,0.00018175465561117256,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013671053,2021-02-18
9,9,2021-02-19,0.0001750675991097285,-2.3513739040720603e-06,0.00016468243292669713,0.00016705144269163464,1.941585639338204e-06,0.00018541089701799875,7.672405101803355e-05,4.199975803218412e-05,0.0002014860349813036,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.0001365496,2021-02-19
10,10,2021-02-22,0.0002410424068218291,9.916609894462125e-05,0.00029962651233733314,0.0001750675991097285,-2.3513739040720603e-06,0.00016468243292669713,0.00016705144269163464,1.941585639338204e-06,0.00018541089701799875,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013690407,2021-02-22
11,11,2021-02-23,0.0001625539040671555,-1.6723460418810505e-06,0.00026584035271621777,0.0002410424068218291,9.916609894462125e-05,0.00029962651233733314,0.0001750675991097285,-2.3513739040720603e-06,0.00016468243292669713,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013603625,2021-02-23
12,12,2021-02-24,0.0003322994915436757,6.387080637121063e-05,0.00033499510095054007,0.0001625539040671555,-1.6723460418810505e-06,0.00026584035271621777,0.0002410424068218291,9.916609894462125e-05,0.00029962651233733314,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013707408,2021-02-24
13,13,2021-02-25,0.00016667442985246857,7.648735571905454e-07,0.0002983911898624329,0.0003322994915436757,6.387080637121063e-05,0.00033499510095054007,0.0001625539040671555,-1.6723460418810505e-06,0.00026584035271621777,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.00013612132,2021-02-25
14,14,2021-02-26,0.00025388368466746383,5.7735322905622734e-05,0.00035424030336915225,0.00016667442985246857,7.648735571905454e-07,0.0002983911898624329,0.0003322994915436757,6.387080637121063e-05,0.00033499510095054007,2021-02,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,0.0001370345,2021-02-26
15,15,2021-03-01,8.572356903370674e-05,2.0585594102039676e-05,0.0003331115486645893,0.00025388368466746383,5.7735322905622734e-05,0.00035424030336915225,0.00016667442985246857,7.648735571905454e-07,0.0002983911898624329,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013649881,2021-03-01
16,16,2021-03-02,0.00014390960756564377,1.381580384622321e-05,0.0003184807328192826,8.572356903370674e-05,2.0585594102039676e-05,0.0003331115486645893,0.00025388368466746383,5.7735322905622734e-05,0.00035424030336915225,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013712134,2021-03-02
17,17,2021-03-03,0.00010671083502817387,3.3396371460060794e-05,0.0003133761640370492,0.00014390960756564377,1.381580384622321e-05,0.0003184807328192826,8.572356903370674e-05,2.0585594102039676e-05,0.0003331115486645893,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.0001370669,2021-03-03
18,18,2021-03-04,0.00016975738734308136,9.946856295322671e-05,0.00043020243644823684,0.00010671083502817387,3.3396371460060794e-05,0.0003133761640370492,0.00014390960756564377,1.381580384622321e-05,0.0003184807328192826,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013743859,2021-03-04
19,19,2021-03-05,0.0003059191790023478,-1.5166919557420864e-06,0.0003803416793367897,0.00016975738734308136,9.946856295322671e-05,0.00043020243644823684,0.00010671083502817387,3.3396371460060794e-05,0.0003133761640370492,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013672933,2021-03-05
20,20,2021-03-08,0.00027114917968921483,0.0001222685542695008,0.000523142220868879,0.0003059191790023478,-1.5166919557420864e-06,0.0003803416793367897,0.00016975738734308136,9.946856295322671e-05,0.00043020243644823684,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.0001373948,2021-03-08
21,21,2021-03-09,0.0006055344554134917,4.439726325903562e-05,0.0005308130011454197,0.00027114917968921483,0.0001222685542695008,0.000523142220868879,0.0003059191790023478,-1.5166919557420864e-06,0.0003803416793367897,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013666274,2021-03-09
22,22,2021-03-10,0.00020379244310656024,1.5974960169408106e-06,0.00047050413331581944,0.0006055344554134917,4.439726325903562e-05,0.0005308130011454197,0.00027114917968921483,0.0001222685542695008,0.000523142220868879,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013608609,2021-03-10
23,23,2021-03-11,0.00016729526794947254,5.783132735590471e-05,0.0004684523215140293,0.00020379244310656024,1.5974960169408106e-06,0.00047050413331581944,0.0006055344554134917,4.439726325903562e-05,0.0005308130011454197,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013713699,2021-03-11
24,24,2021-03-12,0.00010395994885125942,-1.4270806944322006e-06,0.0004132030442700557,0.00016729526794947254,5.783132735590471e-05,0.0004684523215140293,0.00020379244310656024,1.5974960169408106e-06,0.00047050413331581944,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013709333,2021-03-12
25,25,2021-03-15,0.00017583280117731753,4.4725819417680406e-05,0.00043511984298474107,0.00010395994885125942,-1.4270806944322006e-06,0.0004132030442700557,0.00016729526794947254,5.783132735590471e-05,0.0004684523215140293,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013765463,2021-03-15
26,26,2021-03-16,0.00016303037951727139,4.829515902607349e-06,0.00038967830930344995,0.00017583280117731753,4.4725819417680406e-05,0.00043511984298474107,0.00010395994885125942,-1.4270806944322006e-06,0.0004132030442700557,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.0001370545,2021-03-16
27,27,2021-03-17,0.000130859283407108,-8.954602388736487e-07,0.0003447500640221491,0.00016303037951727139,4.829515902607349e-06,0.00038967830930344995,0.00017583280117731753,4.4725819417680406e-05,0.00043511984298474107,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013713859,2021-03-17
28,28,2021-03-18,7.434511034962864e-05,3.7015748916207976e-06,0.0003095799001415489,0.000130859283407108,-8.954602388736487e-07,0.0003447500640221491,0.00016303037951727139,4.829515902607349e-06,0.00038967830930344995,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013711327,2021-03-18
29,29,2021-03-19,9.96269938929464e-05,6.77706841953394e-05,0.000379144780453519,7.434511034962864e-05,3.7015748916207976e-06,0.0003095799001415489,0.000130859283407108,-8.954602388736487e-07,0.0003447500640221491,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013749448,2021-03-19
30,30,2021-03-22,0.0001136956487020656,7.221061282336935e-06,0.00034284964821851494,9.96269938929464e-05,6.77706841953394e-05,0.000379144780453519,7.434511034962864e-05,3.7015748916207976e-06,0.0003095799001415489,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013698413,2021-03-22
31,31,2021-03-23,0.00011250161264473804,6.37754680071438e-06,0.000315801021132861,0.0001136956487020656,7.221061282336935e-06,0.00034284964821851494,9.96269938929464e-05,6.77706841953394e-05,0.000379144780453519,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013722817,2021-03-23
32,32,2021-03-24,0.00014326139660010182,2.3606477451065633e-05,0.0003180775523314213,0.00011250161264473804,6.37754680071438e-06,0.000315801021132861,0.0001136956487020656,7.221061282336935e-06,0.00034284964821851494,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013717907,2021-03-24
33,33,2021-03-25,0.00015126701079103415,-2.6565581317804057e-06,0.0002805169285655757,0.00014326139660010182,2.3606477451065633e-05,0.0003180775523314213,0.00011250161264473804,6.37754680071438e-06,0.000315801021132861,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013686671,2021-03-25
34,34,2021-03-26,5.914286950815105e-05,4.753603639064845e-05,0.00029290816261029685,0.00015126701079103415,-2.6565581317804057e-06,0.0002805169285655757,0.00014326139660010182,2.3606477451065633e-05,0.0003180775523314213,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.0001370211,2021-03-26
35,35,2021-03-29,0.00010974129016107727,-2.3667813421468745e-06,0.00025873760189022016,5.914286950815105e-05,4.753603639064845e-05,0.00029290816261029685,0.00015126701079103415,-2.6565581317804057e-06,0.0002805169285655757,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013691286,2021-03-29
36,36,2021-03-30,5.17894294862221e-05,6.225047871203003e-06,0.00023658656334758795,0.00010974129016107727,-2.3667813421468745e-06,0.00025873760189022016,5.914286950815105e-05,4.753603639064845e-05,0.00029290816261029685,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.00013701603,2021-03-30
37,37,2021-03-31,5.753495070677243e-05,5.680307029636113e-06,0.00022176017021588803,5.17894294862221e-05,6.225047871203003e-06,0.00023658656334758795,0.00010974129016107727,-2.3667813421468745e-06,0.00025873760189022016,2021-03,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,0.0001370141,2021-03-31
38,38,2021-04-01,4.275021994125379e-05,1.2421388486104563e-05,0.0002098166909590187,5.753495070677243e-05,5.680307029636113e-06,0.00022176017021588803,5.17894294862221e-05,6.225047871203003e-06,0.00023658656334758795,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013699802,2021-04-01
39,39,2021-04-02,4.7668604132685947e-05,7.095466511452617e-06,0.00019456087378162914,4.275021994125379e-05,1.2421388486104563e-05,0.0002098166909590187,5.753495070677243e-05,5.680307029636113e-06,0.00022176017021588803,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013696006,2021-04-02
40,40,2021-04-06,3.875284247747119e-05,-9.824170650901936e-07,0.00017494941142420138,4.7668604132685947e-05,7.095466511452617e-06,0.00019456087378162914,4.275021994125379e-05,1.2421388486104563e-05,0.0002098166909590187,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.0001369146,2021-04-06
41,41,2021-04-07,4.514988699048543e-05,2.426390558531882e-06,0.00016292115043938253,3.875284247747119e-05,-9.824170650901936e-07,0.00017494941142420138,4.7668604132685947e-05,7.095466511452617e-06,0.00019456087378162914,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013692092,2021-04-07
42,42,2021-04-08,4.854874058122541e-05,-2.4046348352558777e-06,0.00014495361265494313,4.514988699048543e-05,2.426390558531882e-06,0.00016292115043938253,3.875284247747119e-05,-9.824170650901936e-07,0.00017494941142420138,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013682221,2021-04-08
43,43,2021-04-09,4.2562641081639994e-05,2.0274912021772037e-05,0.0001635516938760044,4.854874058122541e-05,-2.4046348352558777e-06,0.00014495361265494313,4.514988699048543e-05,2.426390558531882e-06,0.00016292115043938253,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013689518,2021-04-09
44,44,2021-04-12,0.00012167649895099518,2.8114425266581673e-05,0.0001916326445767871,4.2562641081639994e-05,2.0274912021772037e-05,0.0001635516938760044,4.854874058122541e-05,-2.4046348352558777e-06,0.00014495361265494313,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013687121,2021-04-12
45,45,2021-04-13,7.069777181380082e-05,-2.4097890209222996e-06,0.00017023631507461637,0.00012167649895099518,2.8114425266581673e-05,0.0001916326445767871,4.2562641081639994e-05,2.0274912021772037e-05,0.0001635516938760044,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013655765,2021-04-13
46,46,2021-04-14,4.8170101539324205e-05,4.1496672935581745e-06,0.00015726709381115597,7.069777181380082e-05,-2.4097890209222996e-06,0.00017023631507461637,0.00012167649895099518,2.8114425266581673e-05,0.0001916326445767871,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013677192,2021-04-14
47,47,2021-04-15,7.412843383741591e-05,1.3869195669657546e-06,0.0001458818894410178,4.8170101539324205e-05,4.1496672935581745e-06,0.00015726709381115597,7.069777181380082e-05,-2.4097890209222996e-06,0.00017023631507461637,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013678781,2021-04-15
48,48,2021-04-16,7.96643331790051e-05,-1.4744956980861376e-06,0.0001308815440033272,7.412843383741591e-05,1.3869195669657546e-06,0.0001458818894410178,4.8170101539324205e-05,4.1496672935581745e-06,0.00015726709381115597,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013669059,2021-04-16
49,49,2021-04-19,7.54558707113526e-05,5.5118641876182444e-05,0.00016880175160388476,7.96643331790051e-05,-1.4744956980861376e-06,0.0001308815440033272,7.412843383741591e-05,1.3869195669657546e-06,0.0001458818894410178,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013680113,2021-04-19
50,50,2021-04-20,6.877801085364816e-05,-2.6254071330854333e-06,0.00014992930099977077,7.54558707113526e-05,5.5118641876182444e-05,0.00016880175160388476,7.96643331790051e-05,-1.4744956980861376e-06,0.0001308815440033272,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.0001364907,2021-04-20
51,51,2021-04-21,4.692460755518409e-05,-1.7681440020788656e-06,0.000134158559143825,6.877801085364816e-05,-2.6254071330854333e-06,0.00014992930099977077,7.54558707113526e-05,5.5118641876182444e-05,0.00016880175160388476,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.0001367461,2021-04-21
52,52,2021-04-22,3.995287415374555e-05,-2.3317958805695875e-06,0.00012005924396735657,4.692460755518409e-05,-1.7681440020788656e-06,0.000134158559143825,6.877801085364816e-05,-2.6254071330854333e-06,0.00014992930099977077,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013672635,2021-04-22
53,53,2021-04-23,6.228006699281874e-05,5.490696122911926e-06,0.00011456674718281124,3.995287415374555e-05,-2.3317958805695875e-06,0.00012005924396735657,4.692460755518409e-05,-1.7681440020788656e-06,0.000134158559143825,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013674452,2021-04-23
54,54,2021-04-26,0.00010283676585312732,1.0315666313888039e-05,0.00012196149157419146,6.228006699281874e-05,5.490696122911926e-06,0.00011456674718281124,3.995287415374555e-05,-2.3317958805695875e-06,0.00012005924396735657,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013667464,2021-04-26
55,55,2021-04-27,6.573901074000214e-05,-1.997158137875387e-06,0.00010947727936985109,0.00010283676585312732,1.0315666313888039e-05,0.00012196149157419146,6.228006699281874e-05,5.490696122911926e-06,0.00011456674718281124,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013646812,2021-04-27
56,56,2021-04-28,5.9340155140051214e-05,4.855957108831464e-07,0.0001007918705417499,6.573901074000214e-05,-1.997158137875387e-06,0.00010947727936985109,0.00010283676585312732,1.0315666313888039e-05,0.00012196149157419146,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013658273,2021-04-28
57,57,2021-04-29,7.723206348087836e-05,4.956367378976176e-06,9.722390829975071e-05,5.9340155140051214e-05,4.855957108831464e-07,0.0001007918705417499,6.573901074000214e-05,-1.997158137875387e-06,0.00010947727936985109,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013659897,2021-04-29
58,58,2021-04-30,6.170165324997824e-05,3.574930326991606e-06,9.663323226929253e-05,7.723206348087836e-05,4.956367378976176e-06,9.722390829975071e-05,5.9340155140051214e-05,4.855957108831464e-07,0.0001007918705417499,2021-04,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,0.00013653125,2021-04-30
59,59,2021-05-06,0.00012383810928318377,1.2321871352076956e-05,0.00010928924047783928,6.170165324997824e-05,3.574930326991606e-06,9.663323226929253e-05,7.723206348087836e-05,4.956367378976176e-06,9.722390829975071e-05,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013660213,2021-05-06
60,60,2021-05-07,8.140318986259512e-05,1.4065417580432658e-05,0.0001229901096029962,0.00012383810928318377,1.2321871352076956e-05,0.00010928924047783928,6.170165324997824e-05,3.574930326991606e-06,9.663323226929253e-05,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013643844,2021-05-07
61,61,2021-05-10,0.00012193980016425895,-2.6265965454342154e-06,0.00010984150592810146,8.140318986259512e-05,1.4065417580432658e-05,0.0001229901096029962,0.00012383810928318377,1.2321871352076956e-05,0.00010928924047783928,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.0001364608,2021-05-10
62,62,2021-05-11,0.00011500293309203413,1.0640685517320676e-06,0.0001016323853951862,0.00012193980016425895,-2.6265965454342154e-06,0.00010984150592810146,8.140318986259512e-05,1.4065417580432658e-05,0.0001229901096029962,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013645113,2021-05-11
63,63,2021-05-12,6.924735103828643e-05,-8.570409337252434e-07,9.271574783837896e-05,0.00011500293309203413,1.0640685517320676e-06,0.0001016323853951862,0.00012193980016425895,-2.6265965454342154e-06,0.00010984150592810146,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013637966,2021-05-12
64,64,2021-05-13,0.00010054238039457585,7.88316193675686e-06,9.91763694366777e-05,6.924735103828643e-05,-8.570409337252434e-07,9.271574783837896e-05,0.00011500293309203413,1.0640685517320676e-06,0.0001016323853951862,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013654226,2021-05-13
65,65,2021-05-14,9.873579971312173e-05,5.15346145431659e-05,0.00013782371308435868,0.00010054238039457585,7.88316193675686e-06,9.91763694366777e-05,6.924735103828643e-05,-8.570409337252434e-07,9.271574783837896e-05,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013657504,2021-05-14
66,66,2021-05-17,7.197991852687367e-05,1.821181875383332e-05,0.00014158478295517798,9.873579971312173e-05,5.15346145431659e-05,0.00013782371308435868,0.00010054238039457585,7.88316193675686e-06,9.91763694366777e-05,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013639565,2021-05-17
67,67,2021-05-18,2.3902578410224403e-05,-2.6539821301999227e-06,0.000126056987615985,7.197991852687367e-05,1.821181875383332e-05,0.00014158478295517798,9.873579971312173e-05,5.15346145431659e-05,0.00013782371308435868,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013659228,2021-05-18
68,68,2021-05-19,3.5578464638968296e-05,-1.8037305128807643e-06,0.0001137648199755798,2.3902578410224403e-05,-2.6539821301999227e-06,0.000126056987615985,7.197991852687367e-05,1.821181875383332e-05,0.00014158478295517798,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013677946,2021-05-19
69,69,2021-05-20,7.36754380580731e-05,-1.9342638532103923e-06,0.00010236118458258059,3.5578464638968296e-05,-1.8037305128807643e-06,0.0001137648199755798,2.3902578410224403e-05,-2.6539821301999227e-06,0.000126056987615985,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013672811,2021-05-20
70,70,2021-05-21,6.251602726871894e-05,7.576915468537877e-06,0.00010715587996546267,7.36754380580731e-05,-1.9342638532103923e-06,0.00010236118458258059,3.5578464638968296e-05,-1.8037305128807643e-06,0.0001137648199755798,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.0001366272,2021-05-21
71,71,2021-05-24,5.794125294633701e-05,-9.429406372794488e-07,9.74718317334681e-05,6.251602726871894e-05,7.576915468537877e-06,0.00010715587996546267,7.36754380580731e-05,-1.9342638532103923e-06,0.00010236118458258059,2021-05,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,0.00013653925,2021-05-24
